event_id,event_time,user_id,session_id,page_type,product_id,campaign_id,device,browser,session_duration_seconds
19442,2022-03-10T10:25:24,,session_60323,cart,,,mobile,Firefox,581
19443,2023-11-13T00:18:23,2276,session_94102,cart,,,tablet,Samsung Internet,744
19444,2023-11-13T21:39:26,,session_54183,checkout,,,mobile,Chrome,880
19445,2023-08-04T09:12:47,1016,session_47911,cart,,,mobile,Edge,267
19446,2022-05-07T03:29:59,3673,session_58280,home,,,mobile,Edge,518
19447,2024-06-09T07:00:02,,session_64903,cart,,,tablet,Safari,217
19448,2021-05-08T22:51:55,,session_65296,home,,,mobile,Safari,1745
19449,2030-01-01T00:00:00,724,session_21084,category,,,tablet,Samsung Internet,1669
19450,2021-04-08T03:34:17,,session_51979,category,,,mobile,Safari,1003
19451,2020-10-25T03:27:26,525,session_51905,home,,,mobile,Chrome,863
19452,2022-11-11T12:13:31,,session_26709,cart,,,tablet,Firefox,1792
19453,2020-01-06T20:27:33,,session_22874,account,,,mobile,Firefox,359
19454,2021-07-18T19:33:14,,session_95552,product_detail,21,960,tablet,Chrome,1665
19455,2023-11-09T00:08:20,3680,session_9234,cart,,,mobile,Firefox,799
19456,2021-02-17T16:45:56,,session_84649,checkout,,,tablet,Samsung Internet,817
19457,2023-06-25T12:06:33,3093,session_45724,category,,,,,1524
19458,2022-07-07T23:49:14,1940,session_77316,cart,,,tablet,Safari,259
19459,2020-08-04T15:03:50,,session_80085,search,,,desktop,Samsung Internet,793
19460,2024-01-31T18:58:55,982,session_88572,account,,,tablet,Safari,1756
19461,2023-02-19T00:20:39,,session_34347,product_detail,32,540,mobile,Chrome,1413
19462,2021-06-27T06:24:31,,session_16483,product_detail,43,,mobile,Edge,689
19463,2024-07-19T13:28:18,2575,session_83078,search,,,mobile,Samsung Internet,539
19464,2023-07-08T17:29:44,3230,session_28609,category,,,tablet,Safari,987
19465,2023-05-23T07:35:46,750,session_42427,cart,,,mobile,Chrome,810
19466,2023-03-08T10:00:19,622,session_70755,account,,,mobile,Chrome,1416
19467,2023-09-09T01:54:18,4026,session_88207,checkout,,,tablet,Safari,793
19468,2024-07-02T00:18:44,1745,session_6791,search,,,desktop,Firefox,1262
19469,2024-04-04T11:42:44,,session_99616,category,,,,,1343
19470,2021-02-21T14:01:36,1204,session_78970,home,,,mobile,Edge,1567
19471,2021-05-30T20:57:18,,session_1673,checkout,,,desktop,Safari,950
19472,2023-01-12T01:06:47,4084,session_34069,product_detail,49,,tablet,Firefox,1641
19473,2020-06-01T04:29:12,,session_69568,product_detail,4,,mobile,Safari,1386
19474,2022-06-22T18:01:13,,session_23190,category,,,desktop,Safari,1566
19475,2024-12-12T20:57:56,,session_31743,account,,,desktop,Chrome,86
19476,2022-08-10T17:13:49,,session_40537,checkout,,,desktop,Firefox,1411
19477,2023-12-20T18:42:33,,session_27875,category,,,mobile,Firefox,1732
19478,2021-09-25T11:20:25,528,session_75092,home,,,tablet,Firefox,283
19479,2022-05-29T05:02:45,,session_7510,product_detail,29,,mobile,Edge,1554
19480,2021-01-10T15:14:35,,session_20580,product_detail,54,,mobile,Firefox,944
19481,2020-02-20T22:15:29,,session_20451,cart,,,tablet,Safari,618
19482,2023-05-20T11:58:35,768,session_48542,product_detail,10,,desktop,Safari,949
19483,2030-01-01T00:00:00,2166,session_92316,category,,,tablet,Firefox,1521
19484,2024-03-15T23:06:26,4989,session_74014,cart,,,desktop,Samsung Internet,-1145
19485,2023-04-22T11:50:57,2168,session_46846,cart,,,desktop,Firefox,759
19486,2022-04-29T21:50:05,,session_54113,search,,,tablet,Samsung Internet,224
19487,2020-08-11T08:43:53,,session_34859,cart,,,tablet,Safari,774
19488,2023-08-05T01:29:16,213,session_47948,account,,,desktop,Chrome,660
19489,2021-07-31T06:00:35,4114,session_85183,search,,,mobile,Chrome,-236
19490,2022-01-22T19:52:42,2994,session_2204,product_detail,55,,mobile,Chrome,1684
19491,2020-03-26T11:44:09,,session_59197,account,,,mobile,Edge,1006
19492,2022-07-27T13:02:53,,session_60167,checkout,,,desktop,Chrome,143
19493,2020-01-15T00:59:29,,session_56200,checkout,,,desktop,Samsung Internet,282
19494,2024-08-16T07:42:51,3025,session_95480,search,,,desktop,Safari,319
19495,2023-05-08T12:58:37,,session_89865,home,,,mobile,Firefox,1549
19496,2021-06-09T01:44:30,,session_35361,category,,,mobile,Firefox,1437
19497,2022-05-12T04:13:07,,session_42154,category,,,desktop,Edge,1320
19498,2022-12-02T17:06:51,170,session_52364,home,,,mobile,Safari,833
19499,2024-06-30T14:44:56,,session_82707,search,,,desktop,Safari,1009
19500,2023-10-16T18:23:27,4214,session_76891,checkout,,,desktop,Chrome,1117
19501,2021-08-11T18:31:25,,session_5678,cart,,,tablet,Edge,175
19502,2024-07-07T08:04:19,,session_10879,category,,,mobile,Firefox,88
19503,2024-07-24T01:38:21,,session_98850,home,,,tablet,Samsung Internet,1151
19504,2020-08-04T22:52:10,,session_50600,home,,,tablet,Safari,869
19505,2022-01-02T03:00:50,,session_94366,search,,,mobile,Safari,1676
19506,2022-04-16T22:47:05,,session_18667,account,,,mobile,Edge,1530
19507,2023-06-15T19:11:46,,session_25042,checkout,,,tablet,Safari,951
19508,2020-07-31T07:50:43,,session_27672,search,,,mobile,Firefox,1066
19509,2023-09-16T18:46:52,,session_87598,category,,,tablet,Firefox,1351
19510,2023-02-21T13:13:12,933,session_28179,product_detail,31,225,tablet,Samsung Internet,865
19511,2021-11-05T02:08:49,,session_17405,checkout,,,mobile,Samsung Internet,683
19512,2020-11-09T10:57:25,,session_83871,account,,,tablet,Samsung Internet,1163
19513,2024-05-16T21:52:39,1522,session_31057,category,,,tablet,Firefox,595
19514,2023-06-30T17:22:27,,session_35800,account,,,mobile,Firefox,1460
19515,2021-03-13T17:29:12,,session_66350,search,,,mobile,Safari,1158
19516,2021-11-02T19:20:58,,session_69381,cart,,,tablet,Chrome,248
19517,2024-02-14T14:25:21,,session_97388,account,,,desktop,Chrome,1109
19518,2020-05-20T12:44:06,,session_38102,home,,,mobile,Firefox,1486
19519,2020-10-24T19:17:44,3279,session_97194,account,,,desktop,Firefox,618
19520,2023-10-12T07:38:20,,session_50138,product_detail,47,,mobile,Chrome,437
19521,2022-01-09T11:54:35,1182,session_2651,cart,,,desktop,Samsung Internet,336
19522,2022-12-26T21:11:17,,session_41807,cart,,,desktop,Chrome,1094
19523,2020-07-28T13:52:22,,session_16084,cart,,,tablet,Safari,1050
19524,2020-06-12T02:46:21,,session_76088,checkout,,,tablet,Edge,889
19525,2024-01-18T14:11:30,3692,session_30462,category,,,desktop,Samsung Internet,134
19526,2021-06-21T00:46:34,,session_40799,search,,,desktop,Samsung Internet,1701
19527,2024-12-21T19:16:27,4703,session_73035,home,,,tablet,Firefox,119
19528,2021-02-12T20:28:54,,session_70732,product_detail,41,553,desktop,Chrome,1480
19529,2023-06-12T03:19:59,,session_52345,category,,,mobile,Samsung Internet,765
19530,2021-11-18T14:17:29,1930,session_35457,product_detail,40,,mobile,Safari,1484
19531,2022-04-24T09:22:54,,session_30682,checkout,,,desktop,Chrome,1636
19532,2020-11-15T07:28:19,,session_36972,home,,,mobile,Safari,1718
19533,2021-10-30T16:54:54,,session_52969,search,,,tablet,Edge,218
19534,2020-07-14T06:46:24,,session_28524,category,,,tablet,Edge,1352
19535,2024-03-02T01:22:18,475,session_83430,search,,,desktop,Chrome,1510
19536,2021-05-20T08:32:10,,session_914,product_detail,30,,mobile,Firefox,452
19537,2022-02-14T10:22:35,1498,session_37555,search,,,desktop,Chrome,1716
19538,2021-09-22T03:30:21,3534,session_22199,product_detail,32,,mobile,Edge,1068
19539,2020-03-07T05:13:18,,session_40385,category,,,desktop,Edge,1480
19540,2023-10-08T06:46:41,,session_19891,product_detail,12,1467,desktop,Firefox,1240
19541,2021-11-22T06:54:37,,session_71863,account,,,mobile,Samsung Internet,1087
19542,2021-03-11T21:46:26,,session_85714,category,,,mobile,Edge,941
19543,2023-09-22T09:05:52,,session_83511,cart,,,mobile,Firefox,448
19544,2023-06-03T19:24:30,,session_6902,product_detail,15,,,,1769
19545,2022-06-27T09:59:34,,session_75335,search,,,tablet,Safari,748
19546,2024-09-06T14:07:45,954,session_91355,checkout,,,tablet,Safari,1206
19547,2024-08-03T01:24:39,2440,session_55293,account,,,mobile,Edge,1404
19548,2024-03-22T23:24:13,,session_71587,checkout,,,mobile,Firefox,1406
19549,2023-02-11T15:58:44,3540,session_79825,search,,,mobile,Samsung Internet,577
19550,2022-06-22T03:33:35,,session_9288,product_detail,52,,desktop,Samsung Internet,639
19551,2022-10-06T01:40:32,,session_90049,account,,,desktop,Safari,370
19552,2021-07-06T03:32:07,,session_28442,checkout,,,mobile,Samsung Internet,164
19553,2020-01-07T10:55:31,,session_51313,cart,,,desktop,Edge,-1054
19554,2022-07-01T01:19:59,,session_59362,search,,,desktop,Edge,399
19555,2021-11-20T05:45:32,,session_22169,product_detail,3,,desktop,Samsung Internet,667
19556,2024-10-23T21:25:17,,session_33166,product_detail,56,826,desktop,Safari,1078
19557,2022-03-18T10:18:38,,session_83034,home,,,tablet,Safari,207
19558,2020-01-30T16:44:34,,session_3254,product_detail,32,,mobile,Edge,264
19559,2022-01-30T13:26:18,,session_3063,search,,,tablet,Samsung Internet,774
19560,2020-06-11T13:45:21,,session_39858,home,,,tablet,Safari,122
19561,2022-10-15T04:12:43,,session_43362,cart,,,desktop,Chrome,451
19562,2020-02-04T19:56:48,,session_17122,cart,,,mobile,Edge,502
19563,2020-06-04T09:42:01,,session_75780,home,,,desktop,Edge,341
19564,2020-05-22T10:42:36,,session_71993,cart,,,tablet,Samsung Internet,211
19565,2022-02-07T19:23:36,26,session_39474,category,,,,,687
19566,2023-12-29T00:15:52,,session_15894,search,,,desktop,Firefox,407
19567,2022-01-02T18:09:30,,session_98789,home,,,tablet,Chrome,650
19568,2023-04-11T06:12:58,,session_81842,search,,,mobile,Chrome,647
19569,2021-03-16T10:18:39,,session_80385,cart,,,,,631
19570,2024-11-08T12:52:56,,session_7028,cart,,,desktop,Firefox,839
19571,2021-04-25T18:45:42,,session_66850,cart,,,mobile,Firefox,118
19572,2021-10-23T05:05:42,,session_64300,search,,,tablet,Edge,313
19573,2021-08-01T11:25:50,,session_74810,account,,,desktop,Edge,1002
19574,2024-08-03T16:58:16,,session_66757,home,,,desktop,Firefox,1150
19575,2022-02-23T20:23:32,,session_23690,category,,,tablet,Samsung Internet,1249
19576,2020-10-03T01:27:57,,session_89849,account,,,mobile,Firefox,638
19577,2022-09-24T01:29:56,,session_34283,product_detail,22,,tablet,Samsung Internet,-630
19578,2022-11-18T21:12:41,,session_77972,search,,,mobile,Chrome,311
19579,2023-09-13T11:16:31,345,session_90786,cart,,,mobile,Safari,1008
19580,2021-10-18T06:59:20,,session_61147,account,,,mobile,Chrome,391
19581,2020-08-06T03:26:38,,session_61809,account,,,mobile,Safari,501
19582,2021-04-14T12:12:34,,session_73083,cart,,,tablet,Safari,1760
19583,2024-09-28T12:58:04,3725,session_55269,home,,,desktop,Firefox,1568
19584,2021-06-11T04:52:28,,session_28450,cart,,,mobile,Chrome,114
19585,2020-03-30T00:20:17,,session_15226,category,,,mobile,Chrome,874
19586,2024-04-04T20:50:06,390,session_65966,home,,,desktop,Safari,1544
19587,2030-01-01T00:00:00,,session_7283,search,,,tablet,Edge,1385
19588,2024-08-16T09:16:49,,session_58471,home,,,,,583
19589,2022-07-01T11:13:38,,session_47671,category,,,mobile,Edge,1118
19590,2020-01-11T16:16:24,,session_65859,account,,,desktop,Samsung Internet,1128
19591,2024-11-01T01:36:21,,session_51057,search,,,desktop,Samsung Internet,833
19592,2024-10-18T12:40:12,1932,session_96106,checkout,,,mobile,Safari,518
19593,2024-10-31T15:37:30,147,session_96467,home,,,tablet,Chrome,1106
19594,2021-01-22T08:48:43,2375,session_42799,checkout,,,tablet,Chrome,741
19595,2023-08-04T20:53:07,,session_2801,home,,,mobile,Samsung Internet,375
19596,2024-05-06T20:09:34,2144,session_30924,search,,,mobile,Chrome,1217
19597,2021-07-03T04:33:00,,session_6540,cart,,,tablet,Samsung Internet,1263
19598,2024-06-06T18:58:49,3924,session_97744,cart,,,desktop,Firefox,103
19599,2024-10-09T11:48:03,3581,session_85298,cart,,,mobile,Chrome,1495
19600,2021-08-02T19:49:51,,session_48015,checkout,,,desktop,Safari,1109
19601,2022-10-09T20:52:26,4292,session_93142,account,,,mobile,Samsung Internet,86
19602,2030-01-01T00:00:00,,session_81990,product_detail,22,1384,tablet,Safari,176
19603,2022-10-23T23:06:22,,session_54478,checkout,,,desktop,Edge,932
19604,2024-04-12T16:36:27,3710,session_28073,search,,,tablet,Samsung Internet,81
19605,2023-09-22T14:49:09,,session_77352,cart,,,tablet,Safari,1267
19606,2022-04-06T21:48:01,2040,session_74592,cart,,,mobile,Chrome,991
19607,2024-04-17T15:02:10,3864,session_95147,checkout,,,mobile,Chrome,211
19608,2022-04-18T07:24:03,,session_65998,cart,,,tablet,Samsung Internet,898
19609,2021-03-19T12:32:43,,session_14810,checkout,,,tablet,Chrome,1757
19610,2020-10-22T06:04:23,,session_8475,product_detail,54,1383,mobile,Safari,1649
19611,2023-02-06T09:08:19,3626,session_27948,home,,,desktop,Firefox,1433
19612,2022-12-11T23:21:47,4298,session_79538,product_detail,26,,tablet,Safari,1218
19613,2020-09-29T18:53:53,,session_33362,account,,,mobile,Safari,744
19614,2022-10-05T15:39:21,,session_38682,checkout,,,tablet,Firefox,1390
19615,2022-01-18T20:24:24,,session_4844,checkout,,,tablet,Samsung Internet,989
19616,2022-07-06T05:56:28,,session_93634,category,,,,,1154
19617,2024-06-24T22:26:09,2202,session_48004,cart,,,tablet,Edge,376
19618,2020-04-28T11:38:39,4900,session_60809,cart,,,desktop,Safari,1524
19619,2021-02-04T13:23:53,,session_77384,account,,,desktop,Safari,823
19620,2030-01-01T00:00:00,,session_21185,category,,,mobile,Safari,1712
19621,2020-03-05T00:10:45,,session_70379,category,,,tablet,Firefox,738
19622,2021-11-04T05:12:13,1421,session_34587,product_detail,29,1192,desktop,Firefox,781
19623,2020-04-06T03:34:33,,session_86806,home,,,mobile,Chrome,1249
19624,2024-05-26T21:57:43,4908,session_79046,category,,,tablet,Safari,1254
19625,2021-03-02T23:02:49,,session_86867,product_detail,18,1247,mobile,Edge,1043
19626,2022-12-17T17:22:18,,session_93909,account,,,tablet,Chrome,1088
19627,2024-01-01T11:20:43,,session_34964,home,,,desktop,Edge,517
19628,2021-06-07T10:00:08,,session_54121,search,,,tablet,Firefox,737
19629,2020-10-09T01:33:53,,session_98320,account,,,desktop,Samsung Internet,1163
19630,2021-02-06T00:18:59,,session_97396,account,,,mobile,Samsung Internet,1456
19631,2020-09-17T14:34:52,,session_7859,home,,,mobile,Edge,1773
19632,2021-07-23T10:01:17,,session_11964,account,,,tablet,Samsung Internet,1665
19633,2024-06-11T19:42:14,4967,session_38495,account,,,tablet,Samsung Internet,163
19634,2020-08-13T09:34:18,,session_13331,cart,,,tablet,Firefox,1344
19635,2022-08-26T11:56:35,,session_75824,search,,,desktop,Samsung Internet,1782
19636,2022-08-06T21:31:16,,session_43779,category,,,mobile,Safari,763
19637,2023-11-29T17:31:56,315,session_49831,home,,,desktop,Firefox,1068
19638,2022-08-27T00:25:26,2138,session_51553,cart,,,desktop,Safari,519
19639,2024-06-14T07:25:53,2843,session_1073,home,,,mobile,Firefox,377
19640,2021-06-14T13:40:38,,session_47409,home,,,mobile,Firefox,266
19641,2020-01-14T15:50:18,,session_14906,search,,,mobile,Chrome,858
19642,2023-03-30T02:50:10,,session_3740,account,,,mobile,Chrome,983
19643,2022-02-27T15:39:25,3876,session_78946,product_detail,12,,mobile,Safari,1154
19644,2022-07-13T10:11:57,,session_76647,product_detail,44,461,tablet,Safari,1347
19645,2023-09-07T00:52:07,2707,session_45549,cart,,,mobile,Firefox,1566
19646,2022-04-26T23:50:56,,session_87769,category,,,desktop,Chrome,371
19647,2022-08-30T17:01:01,,session_35628,account,,,desktop,Safari,1755
19648,2021-05-18T22:31:47,,session_49345,category,,,tablet,Safari,429
19649,2020-05-24T06:37:05,4160,session_239,account,,,mobile,Samsung Internet,1009
19650,2023-12-23T09:10:19,2246,session_96278,checkout,,,desktop,Safari,212
19651,2022-10-02T11:46:13,4332,session_18891,account,,,desktop,Edge,215
19652,2024-03-11T17:14:05,,session_57811,search,,,desktop,Chrome,188
19653,2022-11-07T17:10:11,1484,session_49396,account,,,tablet,Chrome,1025
19654,2020-10-06T21:38:31,,session_66713,account,,,desktop,Chrome,-1473
19655,2022-04-10T20:15:17,,session_16209,cart,,,tablet,Safari,1134
19656,2023-01-07T23:47:43,,session_57751,checkout,,,,,664
19657,2021-07-13T22:24:26,3889,session_33621,category,,,tablet,Chrome,822
19658,2021-04-30T02:54:54,2909,session_53082,category,,,tablet,Firefox,1318
19659,2023-03-23T14:59:20,3847,session_28637,category,,,tablet,Samsung Internet,1011
19660,2021-07-20T01:16:45,,session_84136,category,,,tablet,Safari,426
19661,2022-05-04T06:26:10,4552,session_58016,search,,,mobile,Chrome,548
19662,2024-08-20T13:37:36,1466,session_81044,search,,,mobile,Chrome,1132
19663,2023-12-27T04:26:04,,session_81718,home,,,tablet,Safari,1618
19664,2023-12-21T01:22:45,781,session_9056,checkout,,,mobile,Firefox,578
19665,2021-08-10T12:23:35,162,session_21542,category,,,desktop,Safari,64
19666,2021-06-01T08:36:17,2204,session_82377,checkout,,,desktop,Safari,1642
19667,2021-06-15T08:43:17,,session_51712,category,,,desktop,Firefox,1635
19668,2020-08-25T04:16:29,,session_59993,product_detail,54,,tablet,Safari,848
19669,2024-09-20T19:13:26,2520,session_91479,cart,,,mobile,Firefox,1289
19670,2024-11-27T11:51:27,4686,session_1292,category,,,desktop,Safari,341
19671,2021-12-29T05:40:58,4350,session_89933,category,,,mobile,Firefox,283
19672,2022-06-15T22:25:16,,session_53662,category,,,desktop,Chrome,1097
19673,2023-09-19T14:56:04,,session_54571,cart,,,desktop,Edge,569
19674,2030-01-01T00:00:00,315,session_34444,home,,,,,-1199
19675,2022-02-26T04:15:49,,session_32605,home,,,desktop,Firefox,649
19676,2022-12-11T20:42:37,2510,session_88244,account,,,tablet,Edge,594
19677,2020-08-06T10:27:08,,session_65530,checkout,,,desktop,Samsung Internet,1134
19678,2023-09-19T20:32:31,3400,session_22502,search,,,mobile,Safari,746
19679,2024-10-12T11:30:12,1764,session_94872,checkout,,,tablet,Firefox,1278
19680,2020-08-11T19:52:18,,session_48696,checkout,,,mobile,Edge,1034
19681,2023-10-13T04:33:32,4354,session_68283,search,,,tablet,Edge,338
19682,2030-01-01T00:00:00,,session_44239,home,,,desktop,Chrome,903
19683,2021-07-02T07:38:37,2622,session_72633,account,,,tablet,Safari,93
19684,2020-07-18T22:53:30,,session_83944,product_detail,33,449,desktop,Samsung Internet,233
19685,2020-02-05T19:55:17,,session_80565,cart,,,mobile,Edge,-1782
19686,2021-06-13T08:32:17,,session_27538,home,,,desktop,Edge,175
19687,2022-12-28T22:28:04,,session_88535,category,,,tablet,Samsung Internet,312
19688,2021-05-15T00:37:18,,session_92971,category,,,desktop,Samsung Internet,186
19689,2021-07-02T03:01:37,2486,session_83103,cart,,,mobile,Firefox,1512
19690,2023-03-07T21:47:31,1214,session_49809,search,,,desktop,Safari,504
19691,2021-11-20T03:54:54,2143,session_82613,account,,,mobile,Samsung Internet,694
19692,2024-01-12T20:21:00,1987,session_4800,checkout,,,tablet,Edge,131
19693,2020-07-19T05:51:01,963,session_79684,product_detail,49,,desktop,Edge,848
19694,2021-02-14T12:32:42,,session_71812,cart,,,desktop,Safari,847
19695,2021-01-30T08:26:51,,session_11505,checkout,,,tablet,Firefox,276
19696,2020-04-16T02:53:50,,session_84589,cart,,,mobile,Edge,1796
19697,2030-01-01T00:00:00,,session_77198,account,,,desktop,Firefox,1515
19698,2021-05-10T19:11:36,,session_46232,product_detail,51,,tablet,Firefox,305
19699,2020-03-27T16:21:45,,session_57957,cart,,,desktop,Edge,758
19700,2021-11-01T23:51:08,,session_89756,product_detail,22,,tablet,Safari,1382
19701,2024-11-27T12:46:01,1548,session_48934,cart,,,desktop,Edge,549
19702,2022-10-12T08:15:05,,session_86350,account,,,tablet,Safari,710
19703,2020-07-04T07:15:24,,session_82909,cart,,,mobile,Safari,1097
19704,2030-01-01T00:00:00,,session_14850,category,,,desktop,Chrome,1713
19705,2024-02-11T16:58:36,2303,session_66266,home,,,mobile,Samsung Internet,1053
19706,2020-05-28T02:08:46,,session_36317,checkout,,,mobile,Safari,980
19707,2023-01-17T11:54:17,,session_84209,home,,,,,469
19708,2023-11-16T00:37:25,,session_63200,category,,,tablet,Chrome,1587
19709,2024-04-28T16:45:24,,session_46127,product_detail,34,,,,1752
19710,2022-04-28T21:36:48,,session_21704,product_detail,44,,tablet,Samsung Internet,959
19711,2021-12-25T17:56:40,4900,session_5956,home,,,tablet,Samsung Internet,768
19712,2023-07-04T18:28:04,,session_18186,account,,,desktop,Samsung Internet,267
19713,2022-06-07T14:55:29,,session_47473,checkout,,,tablet,Firefox,101
19714,2022-08-16T01:04:50,3538,session_35063,category,,,mobile,Firefox,1264
19715,2023-02-13T04:30:12,,session_27438,product_detail,35,,mobile,Safari,683
19716,2022-12-01T02:22:54,,session_87827,cart,,,desktop,Safari,450
19717,2022-08-02T08:57:29,4081,session_34130,account,,,mobile,Safari,612
19718,2020-07-27T02:51:22,,session_10098,home,,,mobile,Firefox,1125
19719,2021-02-03T21:59:04,,session_52546,account,,,tablet,Edge,1158
19720,2024-08-18T12:42:00,,session_31212,category,,,mobile,Safari,1287
19721,2022-05-02T10:04:29,,session_66117,category,,,mobile,Chrome,1104
19722,2021-07-24T18:18:56,,session_19311,account,,,desktop,Firefox,1745
19723,2022-04-12T00:36:31,,session_19835,cart,,,desktop,Edge,1098
19724,2020-02-21T11:50:47,,session_75454,home,,,tablet,Samsung Internet,768
19725,2030-01-01T00:00:00,2114,session_55656,cart,,,desktop,Chrome,234
19726,2022-02-17T14:06:08,,session_47817,search,,,desktop,Safari,1700
19727,2020-11-11T18:57:42,904,session_75280,cart,,,tablet,Safari,967
19728,2020-05-16T12:02:01,,session_17041,product_detail,1,,desktop,Firefox,806
19729,2024-04-26T23:43:51,3155,session_74020,checkout,,,tablet,Samsung Internet,791
19730,2023-01-05T09:25:23,,session_47284,home,,,tablet,Samsung Internet,1446
19731,2030-01-01T00:00:00,,session_82259,search,,,tablet,Edge,826
19732,2020-11-27T20:42:37,,session_60220,cart,,,mobile,Chrome,1130
19733,2022-06-01T23:05:05,3305,session_12691,checkout,,,desktop,Edge,867
19734,2022-10-23T14:23:34,,session_22839,account,,,tablet,Samsung Internet,1557
19735,2020-10-12T04:05:42,,session_61043,home,,,tablet,Safari,1125
19736,2024-09-26T23:05:19,,session_72061,home,,,tablet,Samsung Internet,1462
19737,2021-10-28T17:34:53,,session_33870,checkout,,,mobile,Chrome,874
19738,2024-07-04T05:13:05,2946,session_65579,cart,,,tablet,Samsung Internet,64
19739,2024-08-20T08:00:52,2075,session_15530,cart,,,tablet,Samsung Internet,343
19740,2030-01-01T00:00:00,929,session_94737,checkout,,,tablet,Chrome,1093
19741,2021-07-25T15:37:01,,session_6372,account,,,mobile,Safari,134
19742,2020-05-22T16:07:20,,session_37773,cart,,,tablet,Samsung Internet,1474
19743,2022-01-05T19:21:56,,session_56536,home,,,tablet,Chrome,590
19744,2024-10-10T02:59:57,155,session_68133,product_detail,12,,tablet,Chrome,216
19745,2024-05-07T00:43:29,4655,session_86098,cart,,,,,398
19746,2020-12-01T19:51:24,,session_60595,cart,,,desktop,Safari,1167
19747,2030-01-01T00:00:00,,session_28557,category,,,tablet,Safari,848
19748,2021-10-14T11:43:29,,session_37939,home,,,tablet,Chrome,1642
19749,2023-06-05T02:57:56,1172,session_94885,cart,,,mobile,Safari,258
19750,2020-01-08T19:33:17,,session_45378,account,,,mobile,Samsung Internet,1595
19751,2022-06-25T18:00:27,,session_39566,account,,,mobile,Chrome,1745
19752,2022-02-09T00:25:02,,session_18788,category,,,,,84
19753,2021-05-11T13:52:24,,session_74179,account,,,tablet,Safari,304
19754,2021-10-10T00:27:02,,session_18308,checkout,,,mobile,Safari,747
19755,2021-04-29T06:30:52,,session_6484,checkout,,,mobile,Chrome,437
19756,2023-04-18T12:29:58,1158,session_10516,account,,,desktop,Edge,1709
19757,2021-11-09T02:55:24,,session_1089,cart,,,desktop,Chrome,698
19758,2024-10-29T03:33:12,2707,session_63524,cart,,,desktop,Samsung Internet,234
19759,2022-09-05T20:04:46,3786,session_43388,product_detail,35,,desktop,Samsung Internet,1215
19760,2022-03-18T23:16:29,,session_70436,cart,,,desktop,Samsung Internet,734
19761,2023-07-04T14:26:40,,session_51206,cart,,,,,941
19762,2020-10-29T15:58:58,,session_66629,home,,,desktop,Safari,163
19763,2023-02-22T09:41:11,,session_37330,category,,,tablet,Safari,76
19764,2021-12-01T18:35:16,,session_49501,search,,,desktop,Edge,129
19765,2022-10-26T02:11:41,,session_9532,home,,,mobile,Safari,402
19766,2024-07-07T15:36:27,,session_10216,home,,,tablet,Chrome,99
19767,2023-11-10T13:28:03,,session_46183,home,,,tablet,Chrome,920
19768,2024-06-22T20:27:08,3508,session_14931,account,,,tablet,Safari,666
19769,2020-06-06T10:54:23,,session_21078,account,,,,,980
19770,2030-01-01T00:00:00,,session_3701,checkout,,,desktop,Safari,445
19771,2024-08-24T21:45:01,,session_74299,search,,,tablet,Chrome,1566
19772,2022-07-24T23:48:54,4728,session_51161,product_detail,63,48,mobile,Edge,1742
19773,2024-04-20T20:12:17,2546,session_6522,search,,,desktop,Edge,709
19774,2022-11-17T15:05:10,,session_17419,category,,,mobile,Safari,654
19775,2022-01-11T18:02:26,,session_79339,category,,,desktop,Chrome,212
19776,2024-09-29T01:05:05,364,session_79095,checkout,,,tablet,Firefox,1734
19777,2021-03-07T01:39:30,,session_30263,checkout,,,tablet,Firefox,1213
19778,2024-06-27T02:47:10,1537,session_64905,product_detail,14,,desktop,Chrome,1755
19779,2021-02-05T00:50:31,,session_24085,home,,,tablet,Safari,783
19780,2020-11-20T08:48:38,,session_12993,cart,,,mobile,Safari,83
19781,2023-06-21T19:16:41,,session_25018,checkout,,,desktop,Samsung Internet,1176
19782,2020-06-23T02:07:15,1029,session_62221,product_detail,25,,tablet,Chrome,533
19783,2020-09-24T02:47:27,,session_57919,checkout,,,tablet,Safari,1269
19784,2023-04-22T05:50:55,,session_1451,search,,,mobile,Safari,61
19785,2022-11-25T10:56:42,,session_78582,home,,,tablet,Chrome,228
19786,2020-03-25T19:52:18,,session_40098,product_detail,51,,mobile,Safari,1597
19787,2021-03-29T22:57:17,,session_79983,search,,,desktop,Edge,1791
19788,2030-01-01T00:00:00,,session_7536,home,,,tablet,Firefox,350
19789,2023-01-25T07:44:22,455,session_69232,account,,,,,1574
19790,2021-05-04T08:08:50,,session_87713,checkout,,,tablet,Samsung Internet,780
19791,2024-03-09T06:41:47,,session_94482,product_detail,22,,mobile,Chrome,1188
19792,2023-12-20T18:46:38,2912,session_512,cart,,,tablet,Chrome,1130
19793,2024-02-25T02:51:05,,session_98460,cart,,,mobile,Chrome,683
19794,2021-06-27T11:37:39,,session_31608,product_detail,27,371,desktop,Edge,732
19795,2021-08-03T01:13:27,,session_27516,category,,,,,877
19796,2022-06-13T12:22:28,4127,session_22068,account,,,mobile,Samsung Internet,654
19797,2024-12-22T06:56:11,,session_70042,account,,,,,1573
19798,2023-08-31T05:08:21,,session_4235,account,,,desktop,Chrome,382
19799,2024-05-26T04:43:05,,session_27922,category,,,mobile,Safari,1648
19800,2023-05-22T23:02:07,3592,session_91945,account,,,mobile,Samsung Internet,571
