campaign_id,campaign_name,campaign_type,platform,product_id,start_date,end_date,budget,actual_spend,impressions,clicks,created_at
737,Search - YouTube - Jan2022,Search,YouTube,34,2022-01-16,2022-02-01,56292,45482.68,20973063,1430494,2022-01-10T00:00:00
738,Display - Twitter - Mar2021,Display,Twitter,36,2021-03-18,2021-06-10,24616,24664.52,11841866,241330,2021-03-16T00:00:00
739,Influencer - YouTube - Oct2022,Influencer,YouTube,16,2022-10-01,2022-11-19,34467,30637.73,4900586,197299,2022-09-19T00:00:00
740,Influencer - YouTube - Oct2022,Influencer,YouTube,5,2022-10-01,2022-11-19,34467,30637.73,4900586,197299,2022-09-21T00:00:00
741,Influencer - YouTube - Oct2022,Influencer,YouTube,9,2022-10-01,2022-11-19,34467,30637.73,4900586,197299,2022-09-22T00:00:00
742,Influencer - YouTube - Oct2022,Influencer,YouTube,27,2022-10-01,2022-11-19,34467,30637.73,4900586,197299,2022-09-20T00:00:00
743,Influencer - YouTube - Oct2022,Influencer,YouTube,47,2022-10-01,2022-11-19,34467,30637.73,4900586,197299,2022-09-30T00:00:00
744,Search - TikTok - Aug2023,Search,TikTok,18,2023-08-15,2023-11-01,32885,28939.02,8257335,451314,2023-08-01T00:00:00
745,Search - Instagram - Oct2021,Search,Instagram,46,2021-10-28,2022-01-16,2074,2080.15,491561,9857,2021-10-22T00:00:00
746,Search - Instagram - Oct2021,Search,Instagram,4,2021-10-28,2022-01-16,2074,2080.15,491561,9857,2021-10-27T00:00:00
747,Video - Facebook - Jul2024,Video,Facebook,48,2024-07-03,2024-09-21,85528,93933.87,23371434,1221207,2024-06-20T00:00:00
748,Video - Facebook - Jul2024,Video,Facebook,34,2024-07-03,2024-09-21,85528,93933.87,23371434,1221207,2024-06-21T00:00:00
749,Video - Facebook - Jul2024,Video,Facebook,30,2024-07-03,2024-09-21,85528,93933.87,23371434,1221207,2024-07-01T00:00:00
750,Video - Facebook - Jul2024,Video,Facebook,46,2024-07-03,2024-09-21,85528,93933.87,23371434,1221207,2024-06-30T00:00:00
751,Video - Facebook - Jul2024,Video,Facebook,35,2024-07-03,2024-09-21,85528,93933.87,23371434,1221207,2024-07-02T00:00:00
752,Social Media - LinkedIn - Aug2021,Social Media,LinkedIn,33,2021-08-29,2021-11-09,5644,5430.65,495316,20762,2021-08-28T00:00:00
753,Display - LinkedIn - Feb2021,Display,LinkedIn,22,2021-02-15,2021-04-14,1045,817.45,224110,10825,2021-02-09T00:00:00
754,Display - LinkedIn - Feb2021,Display,LinkedIn,29,2021-02-15,2021-04-14,1045,817.45,224110,10825,2021-02-02T00:00:00
755,Display - LinkedIn - Feb2021,Display,LinkedIn,50,2021-02-15,2021-04-14,1045,817.45,224110,10825,2021-02-11T00:00:00
756,Display - LinkedIn - Feb2021,Display,LinkedIn,4,2021-02-15,2021-04-14,1045,817.45,224110,10825,2021-02-05T00:00:00
757,Influencer - LinkedIn - Jun2022,Influencer,LinkedIn,56,2022-06-18,2022-07-24,34360,40729.98,10230027,735862,2022-06-05T00:00:00
758,Influencer - LinkedIn - Jun2022,Influencer,LinkedIn,34,2022-06-18,2022-07-24,34360,40729.98,10230027,735862,2022-06-13T00:00:00
759,Influencer - LinkedIn - Jun2022,Influencer,LinkedIn,25,2022-06-18,2022-07-24,34360,40729.98,10230027,735862,2022-06-17T00:00:00
760,Influencer - LinkedIn - Jun2022,Influencer,LinkedIn,54,2022-06-18,2022-07-24,34360,40729.98,10230027,735862,2022-06-11T00:00:00
761,Influencer - LinkedIn - Jun2022,Influencer,LinkedIn,63,2022-06-18,2022-07-24,34360,40729.98,10230027,735862,2022-06-07T00:00:00
762,Social Media - Google - May2023,Social Media,Google,11,2023-05-04,2023-06-09,46016,53817.74,15095875,30191750,2023-04-25T00:00:00
763,Display - Google - Sep2021,Display,Google,28,2021-09-16,2021-10-30,1033,737.52,346549,693098,2021-09-14T00:00:00
764,Display - Google - Sep2021,Display,Google,57,2021-09-16,2021-10-30,1033,737.52,346549,693098,2021-09-03T00:00:00
765,Display - Google - Sep2021,Display,Google,25,2021-09-16,2021-10-30,1033,737.52,346549,693098,2021-09-03T00:00:00
766,Display - Google - Sep2021,Display,Google,6,2021-09-16,2021-10-30,1033,737.52,346549,693098,2021-09-08T00:00:00
767,Social Media - YouTube - Jan2020,Social Media,YouTube,36,2020-01-02,2020-02-09,22812,25681.05,12468664,610043,2020-01-01T00:00:00
768,Search - Facebook - Mar2021,Search,Facebook,17,2021-03-02,2021-03-25,25228,21978.09,7359089,436888,2021-02-18T00:00:00
769,Search - Facebook - Mar2021,Search,Facebook,29,2021-03-02,2021-03-25,25228,21978.09,7359089,436888,2021-02-23T00:00:00
770,Search - Facebook - Mar2021,Search,Facebook,54,2021-03-02,2021-03-25,25228,21978.09,7359089,436888,2021-02-17T00:00:00
771,Search - Facebook - Mar2021,Search,Facebook,16,2021-03-02,2021-03-25,25228,21978.09,7359089,436888,2021-02-27T00:00:00
772,Search - Facebook - Mar2021,Search,Facebook,36,2021-03-02,2021-03-25,25228,21978.09,7359089,436888,2021-03-01T00:00:00
773,Influencer - TikTok - Mar2022,Influencer,TikTok,60,2022-03-18,2022-03-31,5030,3681.97,328404,10357,2022-03-13T00:00:00
774,Influencer - TikTok - Mar2022,Influencer,TikTok,38,2022-03-18,2022-03-31,5030,3681.97,328404,10357,2022-03-15T00:00:00
775,Influencer - TikTok - Mar2022,Influencer,TikTok,62,2022-03-18,2022-03-31,5030,3681.97,328404,10357,2022-03-10T00:00:00
776,Influencer - TikTok - Mar2022,Influencer,TikTok,61,2022-03-18,2022-03-31,5030,3681.97,328404,10357,2022-03-13T00:00:00
777,Influencer - TikTok - Mar2022,Influencer,TikTok,46,2022-03-18,2022-03-31,5030,3681.97,328404,10357,2022-03-05T00:00:00
778,Influencer - LinkedIn - Apr2024,Influencer,LinkedIn,57,2024-04-13,2024-06-13,4562,5436.81,1587629,54648,2024-04-08T00:00:00
779,Email - YouTube - Sep2021,Email,YouTube,37,2021-09-08,2021-09-18,4139,3661.36,1454809,99747,2021-09-01T00:00:00
780,Email - YouTube - Sep2021,Email,YouTube,60,2021-09-08,2021-09-18,4139,3661.36,1454809,99747,2021-08-26T00:00:00
781,Email - YouTube - Sep2021,Email,YouTube,9,2021-09-08,2021-09-18,4139,3661.36,1454809,99747,2021-09-03T00:00:00
782,Display - TikTok - Jul2024,Display,TikTok,27,2024-07-19,2024-10-12,2056,1960.53,657736,41076,2024-07-11T00:00:00
783,Display - TikTok - Jul2024,Display,TikTok,37,2024-07-19,2024-10-12,2056,1960.53,657736,41076,2024-07-09T00:00:00
784,Display - TikTok - Jul2024,Display,TikTok,48,2024-07-19,2024-10-12,2056,1960.53,657736,41076,2024-07-05T00:00:00
785,Display - TikTok - Jul2024,Display,TikTok,46,2024-07-19,2024-10-12,2056,1960.53,657736,41076,2024-07-07T00:00:00
786,Display - TikTok - Jul2024,Display,TikTok,42,2024-07-19,2024-10-12,2056,1960.53,657736,41076,2024-07-15T00:00:00
787,Video - Twitter - Mar2024,Video,Twitter,58,2024-03-15,2024-06-06,51364,45236.62,22550385,1382427,2024-03-06T00:00:00
788,Video - Twitter - Mar2024,Video,Twitter,20,2024-03-15,2024-06-06,51364,45236.62,22550385,1382427,2024-03-13T00:00:00
789,Video - Twitter - Mar2024,Video,Twitter,16,2024-03-15,2024-06-06,51364,45236.62,22550385,1382427,2024-03-04T00:00:00
790,Video - Twitter - Mar2024,Video,Twitter,28,2024-03-15,2024-06-06,51364,45236.62,22550385,1382427,2024-03-13T00:00:00
791,Video - Twitter - Mar2022,Video,Twitter,30,2022-03-04,2022-04-27,46917,47177.96,5595277,68320,2022-03-01T00:00:00
792,Video - Twitter - Mar2022,Video,Twitter,33,2022-03-04,2022-04-27,46917,47177.96,5595277,68320,2022-02-21T00:00:00
793,Video - Facebook - Feb2024,Video,Facebook,52,2024-02-19,2024-05-15,118666,127874.34,19178907,536650,2024-02-08T00:00:00
794,Video - Facebook - Feb2024,Video,Facebook,59,2024-02-19,2024-05-15,118666,127874.34,19178907,536650,2024-02-18T00:00:00
795,Video - Facebook - Feb2024,Video,Facebook,10,2024-02-19,2024-05-15,118666,127874.34,19178907,536650,2024-02-12T00:00:00
796,Social Media - Google - Jul2023,Social Media,Google,27,2023-07-12,2023-09-11,46198,54889.63,22709016,1223982,2023-07-05T00:00:00
797,Social Media - Google - Jul2023,Social Media,Google,62,2023-07-12,2023-09-11,46198,54889.63,22709016,1223982,2023-06-28T00:00:00
798,Social Media - Google - Jul2023,Social Media,Google,44,2023-07-12,2023-09-11,46198,54889.63,22709016,1223982,2023-07-04T00:00:00
799,Email - Instagram - Oct2023,Email,Instagram,7,2023-10-02,2023-10-18,8924,7033.19,-2252487,66361,2023-10-01T00:00:00
800,Email - YouTube - Dec2024,Email,YouTube,17,2024-12-27,2025-02-22,8991,7613.31,3737300,265811,2024-12-20T00:00:00
801,Email - YouTube - Dec2024,Email,YouTube,26,2024-12-27,2025-02-22,8991,7613.31,3737300,265811,2024-12-15T00:00:00
802,Email - YouTube - Dec2024,Email,YouTube,61,2024-12-27,2025-02-22,8991,7613.31,3737300,265811,2024-12-13T00:00:00
803,Email - YouTube - Dec2024,Email,YouTube,58,2024-12-27,2025-02-22,8991,7613.31,3737300,265811,2024-12-19T00:00:00
804,Email - YouTube - Dec2024,Email,YouTube,36,2024-12-27,2025-02-22,8991,7613.31,3737300,265811,2024-12-20T00:00:00
805,Social Media - Google - May2024,Social Media,Google,58,2024-05-17,2024-08-12,21068,23498.48,3936501,275865,2024-05-12T00:00:00
806,Video - Google - Jun2020,Video,Google,45,2020-06-05,2020-07-29,95993,,49698164,2030615,2020-05-29T00:00:00
807,Video - Google - Jun2020,Video,Google,61,2020-06-05,2020-07-29,95993,,49698164,2030615,2020-05-22T00:00:00
808,Video - Google - Jun2020,Video,Google,36,2020-06-05,2020-07-29,95993,,49698164,2030615,2020-05-24T00:00:00
809,Video - Google - Jun2020,Video,Google,40,2020-06-05,2020-07-29,95993,,49698164,2030615,2020-05-23T00:00:00
810,Social Media - Instagram - Dec2020,Social Media,Instagram,35,2020-12-03,2021-01-08,23050,25348.22,6255260,92699,2020-12-02T00:00:00
811,Social Media - Instagram - Dec2020,Social Media,Instagram,27,2020-12-03,2021-01-08,23050,25348.22,6255260,92699,2020-11-19T00:00:00
812,Video - YouTube - May2022,Video,YouTube,35,2022-05-08,2022-07-29,88803,84166.26,27567143,322105,2022-04-29T00:00:00
813,Video - YouTube - May2022,Video,YouTube,48,2022-05-08,2022-07-29,88803,84166.26,27567143,322105,2022-05-01T00:00:00
814,Video - YouTube - May2022,Video,YouTube,20,2022-05-08,2022-07-29,88803,84166.26,27567143,322105,2022-04-29T00:00:00
815,Video - YouTube - May2022,Video,YouTube,62,2022-05-08,2022-07-29,88803,84166.26,27567143,322105,2022-04-26T00:00:00
816,Video - YouTube - May2022,Video,YouTube,26,2022-05-08,2022-07-29,88803,84166.26,27567143,322105,2022-05-07T00:00:00
817,Email - Facebook - Apr2024,Email,Facebook,35,2024-04-04,2024-05-12,2876,3215.93,1215580,29102,2024-03-28T00:00:00
818,Email - Facebook - Apr2024,Email,Facebook,16,2024-04-04,2024-05-12,2876,3215.93,1215580,29102,2024-03-22T00:00:00
819,Email - Facebook - Apr2024,Email,Facebook,6,2024-04-04,2024-05-12,2876,3215.93,1215580,29102,2024-04-03T00:00:00
820,Email - Facebook - Apr2024,Email,Facebook,34,2024-04-04,2024-05-12,2876,3215.93,1215580,29102,2024-03-24T00:00:00
821,Email - Facebook - Apr2024,Email,Facebook,12,2024-04-04,2024-05-12,2876,3215.93,1215580,29102,2024-03-21T00:00:00
822,Influencer - YouTube - Jul2020,Influencer,YouTube,52,2020-07-31,2020-08-17,10225,9364.48,2509517,196245,2020-07-18T00:00:00
823,Influencer - YouTube - Jul2020,Influencer,YouTube,25,2020-07-31,2020-08-17,10225,9364.48,2509517,196245,2020-07-27T00:00:00
824,Influencer - YouTube - Jul2020,Influencer,YouTube,14,2020-07-31,2020-08-17,10225,9364.48,2509517,196245,2020-07-23T00:00:00
825,Email - LinkedIn - Sep2024,Email,LinkedIn,61,2024-09-14,2024-12-03,2967,3546.95,518962,40369,2024-09-11T00:00:00
826,Email - LinkedIn - Sep2024,Email,LinkedIn,56,2024-09-14,2024-12-03,2967,3546.95,518962,40369,2024-09-08T00:00:00
827,Email - LinkedIn - Sep2024,Email,LinkedIn,21,2024-09-14,2024-12-03,2967,3546.95,518962,40369,2024-09-04T00:00:00
828,Email - Facebook - Jun2021,Email,Facebook,19,2021-06-27,2021-08-11,9480,6950.23,771684,36303,2021-06-13T00:00:00
829,Email - Facebook - Jun2021,Email,Facebook,7,2021-06-27,2021-08-11,9480,6950.23,771684,36303,2021-06-23T00:00:00
830,Email - Facebook - Feb2023,Email,Facebook,43,2023-02-02,2023-04-02,5661,6766.31,721494,38197,2023-01-19T00:00:00
831,Email - YouTube - Jun2022,Email,YouTube,41,2022-06-28,2022-08-13,3747,4273.73,930600,21126,2022-06-19T00:00:00
832,Email - YouTube - Jun2022,Email,YouTube,2,2022-06-28,2022-08-13,3747,4273.73,930600,21126,2022-06-17T00:00:00
833,Email - YouTube - Jun2022,Email,YouTube,6,2022-06-28,2022-08-13,3747,4273.73,930600,21126,2022-06-22T00:00:00
834,Search - LinkedIn - Jun2022,Search,LinkedIn,13,2022-06-29,2022-08-11,6543,6537.32,2605119,74442,2022-06-15T00:00:00
835,Video - LinkedIn - Jan2023,Video,LinkedIn,20,2023-01-22,2023-04-11,10456,,2231723,48103,2023-01-10T00:00:00
836,Video - LinkedIn - Jan2023,Video,LinkedIn,42,2023-01-22,2023-04-11,10456,,2231723,48103,2023-01-11T00:00:00
837,Video - LinkedIn - Jan2023,Video,LinkedIn,6,2023-01-22,2023-04-11,10456,,2231723,48103,2023-01-11T00:00:00
838,Video - LinkedIn - Jan2023,Video,LinkedIn,16,2023-01-22,2023-04-11,10456,,2231723,48103,2023-01-15T00:00:00
839,Display - TikTok - Dec2023,Display,TikTok,18,2023-12-04,2024-03-03,6568,6948.13,1990687,137260,2023-11-26T00:00:00
840,Search - TikTok - Mar2022,Search,TikTok,47,2022-03-24,2022-04-15,4291,4171.33,1535379,44062,2022-03-14T00:00:00
841,Search - Twitter - Jan2021,Search,Twitter,47,2021-01-24,2021-04-06,70738,55379.39,16090893,918476,2021-01-15T00:00:00
842,Search - Twitter - Jan2021,Search,Twitter,41,2021-01-24,2021-04-06,70738,55379.39,16090893,918476,2021-01-14T00:00:00
843,Search - Twitter - Jan2021,Search,Twitter,9,2021-01-24,2021-04-06,70738,55379.39,16090893,918476,2021-01-14T00:00:00
844,Search - Twitter - Jan2021,Search,Twitter,48,2021-01-24,2021-04-06,70738,55379.39,16090893,918476,2021-01-17T00:00:00
845,Email - Facebook - Apr2022,Email,Facebook,61,2022-04-18,2022-05-24,5851,5771.58,1496065,91572,2022-04-06T00:00:00
846,Email - Facebook - Apr2022,Email,Facebook,46,2022-04-18,2022-05-24,5851,5771.58,1496065,91572,2022-04-15T00:00:00
847,Email - Facebook - Apr2022,Email,Facebook,50,2022-04-18,2022-05-24,5851,5771.58,1496065,91572,2022-04-13T00:00:00
848,Email - Facebook - Apr2022,Email,Facebook,47,2022-04-18,2022-05-24,5851,5771.58,1496065,91572,2022-04-11T00:00:00
849,Search - LinkedIn - Oct2020,Search,LinkedIn,51,2020-10-20,2020-12-23,82004,74661.7,29989686,1553362,2020-10-06T00:00:00
850,Email - YouTube - May2021,Email,YouTube,60,2021-05-30,2021-07-05,5571,6236.49,2598280,118816,2021-05-16T00:00:00
851,Email - YouTube - May2021,Email,YouTube,56,2021-05-30,2021-07-05,5571,6236.49,2598280,118816,2021-05-25T00:00:00
852,Email - YouTube - May2021,Email,YouTube,24,2021-05-30,2021-07-05,5571,6236.49,2598280,118816,2021-05-16T00:00:00
853,Email - YouTube - May2021,Email,YouTube,34,2021-05-30,2021-07-05,5571,6236.49,2598280,118816,2021-05-22T00:00:00
854,Email - YouTube - May2021,Email,YouTube,58,2021-05-30,2021-07-05,5571,6236.49,2598280,118816,2021-05-23T00:00:00
855,Email - TikTok - Aug2023,Email,TikTok,54,2023-08-04,2023-08-30,6571,4621.28,401541,24121,2023-07-31T00:00:00
856,Email - TikTok - Aug2023,Email,TikTok,33,2023-08-04,2023-08-30,6571,4621.28,401541,24121,2023-08-03T00:00:00
857,Email - TikTok - Aug2023,Email,TikTok,6,2023-08-04,2023-08-30,6571,4621.28,401541,24121,2023-07-31T00:00:00
858,Email - TikTok - Aug2023,Email,TikTok,9,2023-08-04,2023-08-30,6571,4621.28,401541,24121,2023-07-29T00:00:00
859,Email - TikTok - Aug2023,Email,TikTok,25,2023-08-04,2023-08-30,6571,4621.28,401541,24121,2023-07-26T00:00:00
860,Social Media - YouTube - May2024,Social Media,YouTube,45,2024-05-22,2024-07-06,11832,9030.29,3331337,226653,2024-05-08T00:00:00
861,Search - Instagram - Aug2023,Search,Instagram,22,2023-08-22,2023-11-19,96064,69412.61,26571743,1361066,2023-08-11T00:00:00
862,Video - YouTube - Feb2023,Video,YouTube,7,2023-02-13,2023-03-29,44642,47460.17,9535213,676911,2023-01-30T00:00:00
863,Video - YouTube - Feb2023,Video,YouTube,62,2023-02-13,2023-03-29,44642,47460.17,9535213,676911,2023-01-31T00:00:00
864,Video - YouTube - Feb2023,Video,YouTube,40,2023-02-13,2023-03-29,44642,47460.17,9535213,676911,2023-02-04T00:00:00
865,Video - YouTube - Feb2023,Video,YouTube,4,2023-02-13,2023-03-29,44642,47460.17,9535213,676911,2023-02-03T00:00:00
866,Email - TikTok - Aug2022,Email,TikTok,61,2022-08-17,2022-08-26,4562,,272480,16575,2022-08-16T00:00:00
867,Email - TikTok - Aug2022,Email,TikTok,40,2022-08-17,2022-08-26,4562,,272480,16575,2022-08-03T00:00:00
868,Video - YouTube - Sep2020,Video,YouTube,58,2020-09-29,2020-12-17,94424,96576.87,6993641,439501,2020-09-25T00:00:00
869,Video - YouTube - Sep2020,Video,YouTube,37,2020-09-29,2020-12-17,94424,96576.87,6993641,439501,2020-09-25T00:00:00
870,Video - YouTube - Sep2020,Video,YouTube,46,2020-09-29,2020-12-17,94424,96576.87,6993641,439501,2020-09-25T00:00:00
871,Influencer - LinkedIn - Apr2023,Influencer,LinkedIn,58,2023-04-08,2023-05-06,40964,40571.56,11104015,528626,2023-04-06T00:00:00
872,Influencer - LinkedIn - Apr2023,Influencer,LinkedIn,43,2023-04-08,2023-05-06,40964,40571.56,11104015,528626,2023-04-05T00:00:00
873,Influencer - LinkedIn - Apr2023,Influencer,LinkedIn,28,2023-04-08,2023-05-06,40964,40571.56,11104015,528626,2023-04-06T00:00:00
874,Influencer - LinkedIn - Apr2023,Influencer,LinkedIn,52,2023-04-08,2023-05-06,40964,40571.56,11104015,528626,2023-04-01T00:00:00
875,Video - TikTok - Nov2020,Video,TikTok,17,2020-11-19,2020-12-08,82501,77526.79,23720241,1733133,2020-11-17T00:00:00
876,Video - TikTok - Nov2020,Video,TikTok,28,2020-11-19,2020-12-08,82501,77526.79,23720241,1733133,2020-11-09T00:00:00
877,Display - TikTok - Mar2021,Display,TikTok,56,2021-03-20,2021-06-17,24416,19937.94,5862525,120655,2021-03-19T00:00:00
878,Display - TikTok - Mar2021,Display,TikTok,24,2021-03-20,2021-06-17,24416,19937.94,5862525,120655,2021-03-19T00:00:00
879,Display - TikTok - Mar2021,Display,TikTok,6,2021-03-20,2021-06-17,24416,19937.94,5862525,120655,2021-03-19T00:00:00
880,Video - Google - Nov2024,Video,Google,1,2024-11-30,2025-01-29,12193,,3366392,108106,2024-11-29T00:00:00
881,Social Media - Facebook - Apr2021,Social Media,Facebook,34,2021-04-05,2021-06-15,1959,1923.7,652343,8413,2021-03-31T00:00:00
882,Social Media - Facebook - Apr2021,Social Media,Facebook,46,2021-04-05,2021-06-15,1959,1923.7,652343,8413,2021-03-27T00:00:00
883,Display - LinkedIn - Jul2024,Display,LinkedIn,28,2024-07-02,2024-08-31,22321,26548.2,12577539,693282,2024-07-01T00:00:00
884,Display - LinkedIn - Jul2024,Display,LinkedIn,42,2024-07-02,2024-08-31,22321,26548.2,12577539,693282,2024-06-21T00:00:00
885,Display - LinkedIn - Jul2024,Display,LinkedIn,26,2024-07-02,2024-08-31,22321,26548.2,12577539,693282,2024-06-18T00:00:00
886,Display - LinkedIn - Jul2024,Display,LinkedIn,20,2024-07-02,2024-08-31,22321,26548.2,12577539,693282,2024-07-01T00:00:00
887,Email - Twitter - Nov2023,Email,Twitter,32,2023-11-17,2023-12-10,2936,2994.31,758882,7837,2023-11-03T00:00:00
888,Display - YouTube - Nov2022,Display,YouTube,19,2022-11-22,2022-11-30,18220,13910.11,3598056,238215,2022-11-11T00:00:00
889,Email - TikTok - Jun2020,Email,TikTok,11,2020-06-19,2020-07-03,2550,2939.9,648131,43558,2020-06-09T00:00:00
890,Email - TikTok - Jun2020,Email,TikTok,46,2020-06-19,2020-07-03,2550,2939.9,648131,43558,2020-06-17T00:00:00
891,Email - TikTok - Jun2020,Email,TikTok,19,2020-06-19,2020-07-03,2550,2939.9,648131,43558,2020-06-17T00:00:00
892,Email - TikTok - Jun2020,Email,TikTok,60,2020-06-19,2020-07-03,2550,2939.9,648131,43558,2020-06-06T00:00:00
893,Social Media - Google - Sep2021,Social Media,Google,29,2021-09-12,2021-09-26,23673,,10442714,119815,2021-09-11T00:00:00
894,Social Media - Google - Sep2021,Social Media,Google,46,2021-09-12,2021-09-26,23673,,10442714,119815,2021-09-08T00:00:00
895,Social Media - Google - Sep2021,Social Media,Google,58,2021-09-12,2021-09-26,23673,,10442714,119815,2021-08-31T00:00:00
896,Social Media - Google - Sep2021,Social Media,Google,11,2021-09-12,2021-09-26,23673,,10442714,119815,2021-09-02T00:00:00
897,Social Media - Google - Sep2021,Social Media,Google,18,2021-09-12,2021-09-26,23673,,10442714,119815,2021-09-04T00:00:00
898,Influencer - TikTok - Nov2020,Influencer,TikTok,4,2020-11-19,2021-01-26,32656,24064.11,6145627,177460,2020-11-16T00:00:00
899,Influencer - TikTok - Nov2020,Influencer,TikTok,57,2020-11-19,2021-01-26,32656,24064.11,6145627,177460,2020-11-09T00:00:00
900,Influencer - TikTok - Nov2020,Influencer,TikTok,15,2020-11-19,2021-01-26,32656,24064.11,6145627,177460,2020-11-08T00:00:00
901,Influencer - TikTok - Nov2020,Influencer,TikTok,30,2020-11-19,2021-01-26,32656,24064.11,6145627,177460,2020-11-18T00:00:00
902,Influencer - YouTube - Nov2023,Influencer,YouTube,6,2023-11-22,2024-01-17,25603,25712.41,2797214,47708,2023-11-18T00:00:00
903,Influencer - YouTube - Nov2023,Influencer,YouTube,37,2023-11-22,2024-01-17,25603,25712.41,2797214,47708,2023-11-17T00:00:00
904,Influencer - YouTube - Nov2023,Influencer,YouTube,47,2023-11-22,2024-01-17,25603,25712.41,2797214,47708,2023-11-20T00:00:00
905,Influencer - YouTube - Nov2023,Influencer,YouTube,61,2023-11-22,2024-01-17,25603,25712.41,2797214,47708,2023-11-15T00:00:00
906,Social Media - LinkedIn - May2023,Social Media,LinkedIn,20,2023-05-21,2023-06-03,18330,19942.91,6630177,301710,2023-05-10T00:00:00
907,Social Media - LinkedIn - May2023,Social Media,LinkedIn,11,2023-05-21,2023-06-03,18330,19942.91,6630177,301710,2023-05-16T00:00:00
908,Social Media - LinkedIn - May2023,Social Media,LinkedIn,34,2023-05-21,2023-06-03,18330,19942.91,6630177,301710,2023-05-13T00:00:00
909,Social Media - LinkedIn - May2023,Social Media,LinkedIn,55,2023-05-21,2023-06-03,18330,19942.91,6630177,301710,2023-05-13T00:00:00
910,Influencer - Instagram - May2024,Influencer,Instagram,14,2024-05-26,2024-06-11,50660,49781.64,24724288,1385734,2024-05-21T00:00:00
911,Influencer - Instagram - May2024,Influencer,Instagram,61,2024-05-26,2024-06-11,50660,49781.64,24724288,1385734,2024-05-15T00:00:00
912,Influencer - Instagram - May2024,Influencer,Instagram,18,2024-05-26,2024-06-11,50660,49781.64,24724288,1385734,2024-05-19T00:00:00
913,Influencer - Instagram - May2024,Influencer,Instagram,31,2024-05-26,2024-06-11,50660,49781.64,24724288,1385734,2024-05-13T00:00:00
914,Display - Twitter - Apr2020,Display,Twitter,7,2020-04-07,2020-05-01,18513,16513.4,2238955,72653,2020-04-05T00:00:00
915,Display - Google - Jan2023,Display,Google,19,2023-01-21,2023-04-01,15514,18477.12,7018613,415984,2023-01-16T00:00:00
916,Display - Google - Jan2023,Display,Google,10,2023-01-21,2023-04-01,15514,18477.12,7018613,415984,2023-01-16T00:00:00
917,Display - Google - Jan2023,Display,Google,46,2023-01-21,2023-04-01,15514,18477.12,7018613,415984,2023-01-12T00:00:00
918,Display - Google - Jan2023,Display,Google,4,2023-01-21,2023-04-01,15514,18477.12,7018613,415984,2023-01-07T00:00:00
919,Search - Twitter - Jan2023,Search,Twitter,45,2023-01-28,2023-04-28,68416,79506.67,36928608,2930831,2023-01-21T00:00:00
920,Search - Twitter - Jan2023,Search,Twitter,11,2023-01-28,2023-04-28,68416,79506.67,36928608,2930831,2023-01-15T00:00:00
921,Social Media - TikTok - Jun2023,Social Media,TikTok,52,2023-06-01,2023-06-19,16653,12298.5,-4216773,54422,2023-05-30T00:00:00
922,Video - Twitter - Mar2023,Video,Twitter,40,2023-03-05,2023-04-11,71911,74699.48,14665686,787344,2023-02-26T00:00:00
923,Influencer - Twitter - Jan2023,Influencer,Twitter,44,2023-01-25,2023-02-11,44243,44614.88,15133661,1012783,2023-01-24T00:00:00
924,Influencer - Twitter - Jan2023,Influencer,Twitter,5,2023-01-25,2023-02-11,44243,44614.88,15133661,1012783,2023-01-22T00:00:00
925,Influencer - Twitter - Jan2023,Influencer,Twitter,2,2023-01-25,2023-02-11,44243,44614.88,15133661,1012783,2023-01-19T00:00:00
926,Influencer - Twitter - Jan2023,Influencer,Twitter,4,2023-01-25,2023-02-11,44243,44614.88,15133661,1012783,2023-01-22T00:00:00
927,Display - Instagram - Aug2022,Display,Instagram,5,2022-08-15,2022-11-02,3396,3159.84,1336769,55010,2022-08-11T00:00:00
928,Display - Instagram - Aug2022,Display,Instagram,11,2022-08-15,2022-11-02,3396,3159.84,1336769,55010,2022-08-08T00:00:00
929,Display - Instagram - Aug2022,Display,Instagram,37,2022-08-15,2022-11-02,3396,3159.84,1336769,55010,2022-08-11T00:00:00
930,Display - Instagram - Aug2022,Display,Instagram,63,2022-08-15,2022-11-02,3396,3159.84,1336769,55010,2022-08-09T00:00:00
931,Display - LinkedIn - Nov2020,Display,LinkedIn,42,2020-11-06,2020-11-14,23654,25681.76,3330473,36374,2020-11-02T00:00:00
932,Display - LinkedIn - Nov2020,Display,LinkedIn,23,2020-11-06,2020-11-14,23654,25681.76,3330473,36374,2020-10-26T00:00:00
933,Display - LinkedIn - Nov2020,Display,LinkedIn,44,2020-11-06,2020-11-14,23654,25681.76,3330473,36374,2020-10-28T00:00:00
934,Influencer - Google - Sep2024,Influencer,Google,25,2024-09-08,2024-11-07,9379,8361.39,918857,65526,2024-09-05T00:00:00
935,Influencer - Google - Sep2024,Influencer,Google,56,2024-09-08,2024-11-07,9379,8361.39,918857,65526,2024-08-28T00:00:00
936,Influencer - Google - Sep2024,Influencer,Google,46,2024-09-08,2024-11-07,9379,8361.39,918857,65526,2024-08-29T00:00:00
937,Influencer - Google - Sep2024,Influencer,Google,15,2024-09-08,2024-11-07,9379,8361.39,918857,65526,2024-09-02T00:00:00
938,Video - Instagram - Feb2020,Video,Instagram,4,2020-02-16,2020-03-31,62649,72843.13,22882300,303250,2020-02-06T00:00:00
